"pn",Hospital name,Street address,City,State,"Zip code","Hospital system or, if independent, IPPS/CAH","Is_hospital_a_critical_access_hospital","Hospital Compare 5-star rating (October 2018, NA=Not Available)","Number of outpatient services","Total private allowed amount for outpatient services ($ millions)","Simulated Medicare allowed amount for outpatient services ($ millions)","Relative price for outpatient services","Standardized price per outpatient service","Number of inpatient stays","Total private allowed amount for inpatient services ($ millions)","Simulated Medicare allowed amount for inpatient services ($ millions)","Relative price for inpatient services","Standardized price per inpatient stay","Total private allowed amount for inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for inpatient and outpatient services ($ millions)","Relative price for professional inpatient and outpatient services","Relative price for inpatient facility services","Relative_price_for_outpatient_facility_services","Relative price for inpatient and outpatient services","Total private allowed amount for facility inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for facility inpatient and outpatient services ($ millions)","Total private allowed amount for professional inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for professional inpatient and outpatient services ($ millions)"
150046,Terre Haute Regional Hospital,3901 S Seventh St,Terre Haute,IN,47802,HCA Healthcare,N,2,931,3.87,.95,406% ,$368.32,65,1.03,.40,253% ,"$17,194",4.90,1.36,131% ,275%,477% ,361% ,4.57,1.11,.33,.25
150047,St Joseph Medical Center,700 Broadway,Fort Wayne,IN,46802,"Community Health
Systems",N,2,253,.43,.13,319% ,$283.46,20,.27,.14,198% ,"$13,311",.70,.27,129% ,201%,378%,257% ,.65,.23,.05,.04
150048,"Reid Hospital & Health Care
Services",1100 Reid Pkwy,Richmond,IN,47374,Reid Health,N,5,1032,4.24,1.02,415% ,$389.29,45,1.22,.43,281% ,"$23,517",5.46,1.45,117% ,315%,480%,375% ,5.16,1.20,.30,.25
150051,Iu Health Bloomington Hospital,601 W Second St,Bloomington,IN,47403,"Indiana University
Health",N,4,10558,39.60,9.96,398% ,$372.54,969,20.74,6.93,299% ,"$24,393",60.34,16.88,117% ,336%,464%,357% ,56.76,13.83,3.58,3.06
150056,Indiana University Health,1701 N Senate Blvd,Indianapolis,IN,46202,"Indiana University
Health",N,4,23663,71.39,19.18,372% ,$351.74,1738,95.39,28.42,336% ,"$37,398",166.77,47.60,164% ,353%,416%,350% ,157.09,41.68,9.68,5.92
150057,St Francis H&h - Mooresville,1201 Hadley Rd,Mooresville,IN,46158,Franciscan Health,N,5,2670,5.48,1.73,317% ,$307.90,89,3.16,1.15,276% ,"$20,814",8.64,2.88,117% ,311%,371%,300% ,7.96,2.30,.68,.58
150058,"Memorial Hospital Of South
Bend  Inc",615 N Michigan St,South Bend,IN,46601,"Beacon Health
System",N,4,807,2.96,1.02,291% ,$271.95,114,3.40,1.34,253% ,"$21,379",6.36,2.36,145% ,271%,319%,269% ,5.86,2.02,.50,.35
150059,Riverview Hospital,395 Westfield Rd,Noblesville,IN,46060,Riverview Health,N,3,1714,4.45,1.58,282% ,$277.83,78,1.46,.67,218% ,"$17,629",5.91,2.25,114% ,246%,327% ,263% ,5.38,1.78,.53,.47
150061,Daviess Community Hospital,1314 E Walnut St,Washington,IN,47501,Ascension Health,N,4,402,.64,.21,306% ,$262.59,,,,,,,,,,355%,,,,,
150064,"Fayette Regional Health
System",1941 Virginia Ave,Connersville,IN,47331,Independent (IPPS),N,4,66,.14,.03,412% ,$362.10,,,,,,,,,,501%,,,,,
150065,Schneck Medical Center,411 W Tipton St,Seymour,IN,47274,"Schneck Medical
Center",N,5,7953,22.32,6.28,356% ,$312.93,275,4.60,1.88,245% ,"$18,642",26.92,8.16,139% ,273%,411%,330% ,24.65,6.52,2.27,1.64
150069,Kings Daughters Hospital,1373 East Sr 62,Madison,IN,47250,"Kings Daughters
Health",N,4,943,3.10,1.02,303% ,$294.98,63,1.52,.54,279% ,"$20,299",4.62,1.57,138% ,305% ,343%,295% ,4.23,1.28,.39,.28
150072,Memorial Hospital Logansport,1101 Michigan Ave,Logansport,IN,46947,Independent (IPPS),N,3,960,1.70,.62,274% ,$253.24,30,.24,.21,118% ,"$10,888",1.94,.83,120% ,121%,313%,235% ,1.74,.66,.20,.17
150074,"Community Health Network
Inc.",1500 N Ritter Ave,Indianapolis,IN,46219,"Community Health
Network",N,4,5958,22.00,5.16,426% ,$403.47,310,9.41,3.69,255% ,"$21,347",31.41,8.86,120% ,265%,492%,355% ,30.01,7.69,1.40,1.16
150075,"Bluffton Regional Medical
Center",303 S Main St,Bluffton,IN,46714,"Community Health
Systems",N,3,607,1.36,.43,314% ,$286.46,21,.34,.13,255% ,"$18,959",1.69,.56,128% ,281%,368%,300% ,1.54,.45,.15,.12
150076,"St. Josephs Reg Med Center
Plymouth",1915 Lake Ave,Plymouth,IN,46563,Trinity Health,N,4,823,1.66,.52,317% ,$292.62,29,.40,.16,240% ,"$17,548",2.06,.69,164% ,268%,361%,299% ,1.80,.53,.26,.16
150082,Deaconess Hospital,600 Mary St,Evansville,IN,47747,"Deaconess Health
System",N,3,4483,12.24,4.44,276% ,$254.14,307,7.24,2.62,277% ,"$18,499",19.48,7.05,140% ,301%,312%,276% ,17.62,5.73,1.85,1.32
150084,St. Vincent Hospital & Hcc,2001 W 86th St,Indianapolis,IN,46260,Ascension Health,N,3,8609,39.57,11.18,354% ,$335.83,1093,43.30,14.32,302% ,"$29,127",82.87,25.50,130% ,324%,403%,325% ,78.21,21.92,4.67,3.58
150086,Dearborn County Hospital,600 Wilson Creek Rd,Lawrenceburg,IN,47025,Mercy Health,N,3,987,1.30,.61,212% ,$195.80,41,.63,.35,179% ,"$14,681",1.92,.96,123% ,193%,237% ,200% ,1.68,.77,.24,.20
150088,St. Vincent Anderson,2015 Jackson St,Anderson,IN,46016,Ascension Health,N,3,1970,6.04,1.78,340% ,$335.86,80,1.91,.60,319% ,"$22,618",7.94,2.37,126% ,338%,403%,335% ,7.37,1.92,.57,.46
150089,Ball Memorial Hospital,2401 University Ave,Muncie,IN,47303,"Indiana University
Health",N,3,1250,3.51,1.17,299% ,$281.16,138,3.44,1.26,274% ,"$23,143",6.95,2.43,124% ,298%,339%,286% ,6.46,2.04,.49,.39
150090,Franciscan Health- Dyer,24 Joliet St,Dyer,IN,46311,Franciscan Health,N,3,291,.96,.29,334% ,$303.95,14,.30,.17,174% ,"$14,708",1.25,.46,116% ,208%,366% ,274% ,1.15,.37,.10,.08
150091,Huntington Memorial Hospital,2001 Stults Rd,Huntington,IN,46750,"Parkview Health
System",N,4,312,.97,.21,467% ,$421.51,23,.39,.14,291% ,"$24,168",1.37,.34,118% ,351% ,569%,397% ,1.27,.26,.10,.08
150097,Major Hospital,2451 Intelliplex Dr,Shelbyville,IN,46176,Major Health Partners,N,3,1501,3.09,.97,319% ,$314.84,37,.69,.34,202% ,"$17,786",3.78,1.31,119% ,213%,374%,288% ,3.49,1.07,.29,.24
150100,St. Vincent Evansville,3700 Washington Ave,Evansville,IN,47750,Ascension Health,N,3,3078,16.25,4.10,397% ,$356.63,309,9.54,2.88,332% ,"$24,077",25.80,6.98,142% ,372% ,461%,370% ,23.94,5.66,1.86,1.31
150101,Whitley Memorial Hospital,1260 E Sr 205,Columbia City,IN,46725,"Parkview Health
System",N,4,284,.67,.14,494% ,$446.39,11,.14,.06,240% ,"$16,794",.81,.19,146% ,259%,592%,416% ,.75,.16,.06,.04
150104,Witham Memorial Hospital,2605 N Lebanon St,Lebanon,IN,46052,"Witham Health
Services",N,4,1496,3.63,.94,385% ,$379.42,41,.52,.28,188% ,"$14,977",4.15,1.22,131% ,208%,463%,340% ,3.79,.94,.36,.28
150109,Franciscan Health Lafayette,1701 S Creasy Ln,Lafayette,IN,47905,Franciscan Health,N,4,6772,22.14,8.18,271% ,$250.65,752,19.81,6.71,295% ,"$23,201",41.95,14.90,132% ,330%,302%,282% ,38.37,12.17,3.58,2.72
150112,Columbus Regional Hospital,2400 E 17th St,Columbus,IN,47201,"Columbus Regional
Health",N,4,10337,31.45,9.36,336% ,$327.03,942,15.65,6.93,226% ,"$17,681",47.10,16.28,131% ,248%,389% ,289% ,43.04,13.19,4.06,3.10
150113,Community Hospital Anderson,1515 N Madison Ave,Anderson,IN,46011,"Community Health
Network",N,3,2308,5.99,1.94,309% ,$292.23,123,2.85,1.07,267% ,"$21,132",8.84,3.00,117% ,295%,354%,294% ,8.23,2.48,.61,.52
150115,"Memorial Hosp & Health Care
Ctr",800 W 9th St,Jasper,IN,47546,"Little Company of
Mary Hospital and
Health Care Centers",N,5,5847,10.53,4.10,257% ,$227.55,155,2.45,1.12,219% ,"$15,150",12.98,5.22,145% ,243%,286%,249% ,11.38,4.11,1.59,1.10
150125,Community Hospital,901 Macarthur Blvd,Munster,IN,46321,"Community
Foundation of
Northwest",N,4,1701,3.57,1.25,285% ,$268.44,63,1.59,.65,243% ,"$17,200",5.16,1.91,124% ,261%,322%,271% ,4.77,1.59,.39,.32
150126,Franciscan Health Crown Point,1201 S Main St,Crown Point,IN,46307,Franciscan Health,N,4,860,1.73,.61,282% ,$267.16,41,.87,.39,222% ,"$30,742",2.60,1.01,153% ,244%,305%,258% ,2.34,.83,.26,.17
150128,Community Hospital South,"1402 E County Line Rd
S",Indianapolis,IN,46227,"Community Health
Network",N,4,4127,13.53,3.70,366% ,$351.84,395,9.99,3.35,298% ,"$22,323",23.52,7.05,116% ,336% ,429%,334% ,22.02,5.75,1.51,1.30
150133,Kosciusko Community Hospital,2101 E Dubois Dr,Warsaw,IN,46580,"Community Health
Systems",N,2,356,.81,.25,324% ,$299.47,18,.31,.11,270% ,"$19,841",1.12,.36,122% ,313%,384%,307% ,1.02,.28,.10,.08
150146,"Community Hospital Of Noble
Cty  Inc",401 Sawyer Rd,Kendallville,IN,46755,"Parkview Health
System",N,4,214,.57,.10,563% ,$521.71,,,,,,,,,,690%,,,,,
150149,Deaconess Womens Hospital,4199 Gateway Blvd,Newburgh,IN,47630,"Deaconess Health
System",N,5,1237,3.42,1.47,232% ,$223.21,249,3.60,7.85,46% ,"$19,590",7.02,9.33,107% ,42%,272%,75% ,6.11,8.48,.91,.85
150150,Dupont Hospital,2520 E Dupont Rd,Fort Wayne,IN,46825,"Community Health
Systems",N,4,1220,5.09,1.48,344% ,$298.50,115,1.69,.81,208% ,"$19,630",6.78,2.29,123% ,237%,401%,296% ,6.17,1.80,.61,.49
150153,St. Vincent Heart Center,10580 N Meridian St,Indianapolis,IN,46290,Ascension Health,N,5,413,2.81,.97,290% ,$247.42,81,5.12,1.54,333% ,"$22,649",7.93,2.51,122% ,355%,311%,316% ,7.63,2.25,.31,.25
150157,St. Vincent Carmel Hospital,13500 N Meridian St,Carmel,IN,46032,Ascension Health,N,4,3425,11.86,3.15,376% ,$370.49,458,10.30,4.02,256% ,"$22,237",22.16,7.17,106% ,308%,447%,309% ,20.41,5.53,1.75,1.64
150158,Iu Health West Hospital,"1111 N Ronald Reagan
Pkwy",Avon,IN,46123,"Indiana University
Health",N,5,4357,11.78,3.55,332% ,$310.76,245,4.85,1.61,301% ,"$22,890",16.63,5.16,142% ,331%,374%,322% ,15.36,4.26,1.28,.90
150160,"Indiana Orthopaedic Hospital
Llc",8400 Northwest Blvd,Indianapolis,IN,46278,Independent (IPPS),N,NA,3454,17.18,8.21,209% ,$216.34,249,8.21,4.33,190% ,"$14,460",25.39,12.54,119% ,214%,240%,202% ,21.63,9.38,3.75,3.16
150161,Iu Health North Hospital,11700 N Meridian St,Carmel,IN,46032,"Indiana University
Health",N,5,6354,17.01,5.18,329% ,$319.26,798,17.81,6.37,280% ,"$24,184",34.83,11.55,133% ,320%,372%,302% ,31.80,9.27,3.03,2.28
150162,"St. Francis Hospital & Health
Center",8111 S Emerson Ave,Indianapolis,IN,46237,Franciscan Health,N,2,10251,33.00,10.87,304% ,$285.64,657,20.33,6.67,305% ,"$25,898",53.34,17.54,117% ,343%,347%,304% ,49.60,14.35,3.74,3.19
150165,Franciscan Health Munster,701 Superior Ave,Munster,IN,46321,Franciscan Health,N,3,281,.69,.24,289% ,$272.77,,,,,,,,,,316% ,,,,,
150166,Pinnacle Hospital,9301 Connecticut Dr,Crown Point,IN,46307,Independent (IPPS),N,4,58,.11,.05,240% ,$225.76,,,,,,,,,,262%,,,,,
150167,Orthopaedic Hospt.At Parkview,"11130 Parkview Circle
Dr",Fort Wayne,IN,46845,"Parkview Health
System",N,NA,350,4.54,1.12,407% ,$406.91,70,4.50,1.22,368% ,"$26,662",9.04,2.34,80% ,463% ,553%,387% ,8.52,1.69,.52,.65
150168,"Lutheran Musculoskeletal
Center",7952 W Jefferson Blvd,Fort Wayne,IN,46804,"Community Health
Systems",N,NA,321,2.81,1.09,259% ,$242.33,57,1.84,.88,209% ,"$14,170",4.65,1.97,90% ,239%,319%,236% ,4.23,1.50,.41,.46
150169,"Community Hospital Of Indiana
Inc.",7150 Clearvista Dr,Indianapolis,IN,46256,"Community Health
Network",N,3,8457,18.04,5.01,360% ,$353.73,728,19.54,6.67,293% ,"$27,240",37.58,11.67,119% ,334%,426%,322% ,34.82,9.37,2.75,2.31
150172,Physicians Medical Center,4023 Reas Ln,New Albany,IN,47150,Independent (IPPS),N,5,1002,1.90,2.63,72% ,$64.28,46,.77,.59,130% ,"$8,705",2.66,3.22,78% ,144%,70%,83% ,2.12,2.53,.54,.69
150173,Iu Health Arnett Hospital,5165 Mccarty Ln,Lafayette,IN,47905,"Indiana University
Health",N,3,8440,30.48,11.59,263% ,$243.95,995,22.10,7.24,305% ,"$24,578",52.58,18.83,142% ,336%,292%,279% ,47.78,15.44,4.80,3.39
150175,"Heart Hospital At Deaconess
Gateway",4007 Gateway Blvd,Newburgh,IN,47630,"Deaconess Health
System",N,4,140,.94,.39,240% ,$189.41,19,.87,.26,329% ,"$20,333",1.81,.65,106% ,358%,255% ,276% ,1.73,.59,.07,.07
150176,Kentuckiana Medical Center,"4601 Medical Plaza
Way",Clarksville,IN,47129,Independent (IPPS),N,2,163,.21,.21,103% ,$89.99,19,.34,.23,149% ,"$8,734",.55,.43,103% ,154%,100%,127% ,.50,.38,.05,.05
150177,"Unity Medical And Surgical
Hospital","4455 Edison Lakes
Pkwy",Mishawaka,IN,46545,Independent (IPPS),N,NA,76,.09,.06,162% ,$153.77,,,,,,,,,,166%,,,,,
150179,Fairbanks,"8102 Clearvista
Parkway",Indianapolis,IN,46256,Independent (IPPS),N,NA,16,.07,.02,466% ,"$1,668.53",195,1.39,.95,146% ,"$9,570",1.46,.97,95% ,149%,517% ,151% ,1.41,.91,.05,.06
150181,St. Vincent Fishers Hospital,13861 Olio Road,Fishers,IN,46037,Ascension Health,N,3,2235,5.88,1.53,385% ,$372.36,132,1.94,.76,255% ,"$20,954",7.82,2.29,145% ,307%,440%,342% ,7.08,1.78,.74,.51
150182,St Francis Carmel,"12188 B North Meridian
Street",Carmel,IN,46032,Franciscan Health,N,5,168,.46,.22,212% ,$238.21,18,.91,.36,252% ,"$21,375",1.37,.58,83% ,303%,243%,237% ,1.26,.45,.11,.13
151300,"Community Hospital Of
Bremen  Inc.",1020 High Rd,Bremen,IN,46506,Independent (CAH),Y,NA,231,.30,.23,131% ,$259.39,,,,,,,,,,125%,,,,,
151301,St. Vincent Randolph Hospital,473 E Greenville Ave,Winchester,IN,47394,Ascension Health,Y,4,68,.12,.04,275% ,$437.30,,,,,,,,,,296%,,,,,
151302,Iu Health Blackford Hospital,410 Pilgrim Blvd,Hartford City,IN,47348,"Indiana University
Health",Y,NA,72,.08,.04,167% ,$237.73,,,,,,,,,,169% ,,,,,
151303,St. Vincent Jennings Hospital,301 Henry St,North Vernon,IN,47265,Ascension Health,Y,4,792,1.54,.54,284% ,$452.10,,,,,,,,,,305%,,,,,
151304,Rush Memorial Hospital,1300 N Main St,Rushville,IN,46173,Independent (CAH),Y,3,356,.59,.36,163% ,$355.82,,,,,,,,,,166%,,,,,
151305,Pulaski Memorial Hospital,616 E 13th St,Winamac,IN,46996,Independent (CAH),Y,3,219,.33,.20,166% ,$287.61,,,,,,,,,,172%,,,,,
151307,"St. Vincent Williamsport
Hospital",412 N Monroe St,Williamsport,IN,47993,Ascension Health,Y,4,236,.44,.15,284% ,$388.82,,,,,,,,,,312%,,,,,
151308,St. Vincent Mercy Hospital,1331 S A St,Elwood,IN,46036,Ascension Health,Y,NA,1039,2.28,.96,237% ,$502.26,,,,,,,,,,247% ,,,,,
151309,St. Vincent Clay Hospital,1206 E National Ave,Brazil,IN,47834,Ascension Health,Y,3,434,.75,.30,250% ,$414.86,,,,,,,,,,266%,,,,,
151310,"Parkview Wabash Hospital
Inc.",10 John Kissinger Drive,Wabash,IN,46992,"Parkview Health
System",Y,4,419,.73,.34,215% ,$341.43,,,,,,,,,,226%,,,,,
151311,Iu Health Tipton Hospital,1000 S Main St,Tipton,IN,46072,"Indiana University
Health",Y,4,282,1.18,.50,235% ,$437.36,20,.31,.51,61% ,"$10,625",1.49,1.01,107% ,61%,247%,148% ,1.39,.91,.10,.10
151312,Iu Health White Hospital,720 South Sixth St,Monticello,IN,47960,"Indiana University
Health",Y,4,658,.76,.49,154% ,$221.78,,,,,,,,,,154%,,,,,
151313,Woodlawn Hospital,1400 E 9th St,Rochester,IN,46975,Independent (CAH),Y,4,332,.69,.29,234% ,$308.75,17,.27,.18,150% ,"$17,067",.95,.47,123% ,157%,251%,202% ,.87,.40,.08,.07
151314,St Vincent Salem Hospital,911 N Shelby St,Salem,IN,47167,Ascension Health,Y,NA,684,1.36,.60,225% ,$348.88,,,,,,,,,,238%,,,,,
151315,Cameron Memorial Community,416 E Maumee St,Angola,IN,46703,Independent (CAH),Y,4,123,.28,.17,167% ,$267.69,,,,,,,,,,168%,,,,,
151316,"Indiana University Health
Frankfort",1300 S Jackson St,Frankfort,IN,46041,"Indiana University
Health",Y,4,47,.12,.06,204% ,$499.52,,,,,,,,,,210%,,,,,
151317,"Greene County General
Hospital",1185 N 1000 W,Linton,IN,47441,Independent (CAH),Y,2,303,.46,.19,241% ,$318.68,,,,,,,,,,261%,,,,,
151318,Dukes Memorial Hospital,275 W 12th St,Peru,IN,46970,"Community Health
Systems",Y,2,244,.47,.19,246% ,$296.58,,,,,,,,,,273%,,,,,
151319,Gibson General Hospital,1808 Sherman Dr,Princeton,IN,47670,"Deaconess Health
System",Y,NA,116,.19,.10,189% ,$291.51,,,,,,,,,,197%,,,,,
151320,Jay County Hospital,500 W Votaw St,Portland,IN,47371,"Indiana University
Health",Y,4,300,.47,.26,182% ,$275.89,,,,,,,,,,190%,,,,,
151322,Perry County Hospital,8885 Sr 237,Tell City,IN,47586,"Alliant Management
Services",Y,3,319,.55,.28,200% ,$252.34,,,,,,,,,,211%,,,,,
151323,"Community Hospt. Of
Lagrange Cty In",207 N Townline Rd,Lagrange,IN,46761,"Parkview Health
System",Y,4,178,.36,.13,274% ,$442.28,,,,,,,,,,292%,,,,,
151325,St. Vincent Warrick Hospital,1116 Millis Ave,Boonville,IN,47601,Ascension Health,Y,3,145,.28,.11,251% ,$332.68,,,,,,,,,,267%,,,,,
151326,Union Hospital Clinton,801 S Main St,Clinton,IN,47842,Union Health,Y,4,431,.64,.30,212% ,$388.25,,,,,,,,,,222%,,,,,
151327,"Sullivan County Community
Hospital",2200 N Section St,Sullivan,IN,47882,QHR,Y,3,580,.55,.33,164% ,$220.62,,,,,,,,,,169% ,,,,,
151328,"Indiana University Health
Bedford",2900 W 16th St,Bedford,IN,47421,"Indiana University
Health",Y,4,77,.21,.06,352% ,$473.99,,,,,,,,,,377%,,,,,
151329,"Margaret Mary Community
Hospital",321 Mitchell Ave,Batesville,IN,47006,Independent (CAH),Y,5,1788,2.35,1.12,210% ,$225.32,61,.75,.61,122% ,"$14,855",3.10,1.73,114% ,129%,231%,179% ,2.72,1.40,.38,.34
151330,Adams Memorial Hospital,1100 Mercer Ave,Decatur,IN,46733,Independent (CAH),Y,4,444,.45,.29,154% ,$202.38,13,.14,.11,129% ,"$11,935",.59,.40,128% ,130%,158%,147% ,.53,.35,.06,.05
151331,Harrison County Hospital,1141 Hospital Dr Nw,Corydon,IN,47112,Norton Healthcare,Y,4,482,.69,.37,184% ,$197.92,20,.22,.20,112% ,"$10,837",.91,.57,104% ,113% ,203%,159% ,.82,.49,.09,.09
151332,Decatur Co. Memorial Hospital,720 N Lincoln St,Greensburg,IN,47240,Independent (CAH),Y,3,985,1.38,.66,211% ,$260.76,24,.31,.26,118% ,"$12,980",1.69,.92,131% ,120%,223% ,184% ,1.52,.79,.17,.13
151333,Putnam County Hospital,1542 S Bloomington St,Greencastle,IN,46135,Independent (CAH),Y,4,386,.48,.28,168% ,$186.96,,,,,,,,,,173%,,,,,
151334,Scott Memorial Hospital,1451 N Gardner St,Scottsburg,IN,47170,Lifepoint Health,Y,3,758,.76,.36,214% ,$209.34,17,.14,.10,139% ,"$11,184",.90,.46,153% ,141%,232%,197% ,.76,.37,.14,.09
151335,St Vincent Dunn,1600 23rd St,Bedford,IN,47421,Ascension Health,Y,4,239,.59,.26,226% ,$433.14,,,,,,,,,,236%,,,,,
160016,Trinity Regional Medical Center,802 Kenyon Rd,Fort Dodge,IA,50501,Unitypoint Health,N,3,712,1.03,.49,211% ,$194.41,31,.33,.22,155% ,"$12,161",1.37,.71,178% ,153%,217%,194% ,1.13,.57,.24,.14
160024,Iowa Lutheran Hospital,"700 East University
Avenue",Des Moines,IA,50316,Unitypoint Health,N,3,34,.06,.03,199% ,$186.46,,,,,,,,,,212%,,,,,
160028,Chi Health Mercy Council Bluffs,800 Mercy Drive,Council Bluffs,IA,51503,"Catholic Health
Initiatives",N,4,52,.09,.03,310% ,$289.57,,,,,,,,,,330%,,,,,
160029,Mercy Hospital Iowa City,500 E Market Street,Iowa City,IA,52245,Trinity Health,N,5,47,.13,.05,282% ,$249.05,,,,,,,,,,296%,,,,,
160030,Mary Greeley Medical Center,1111 Duff Avenue,Ames,IA,50010,Independent (IPPS),N,4,118,.39,.18,214% ,$187.83,18,.47,.20,238% ,"$17,769",.86,.38,222% ,237%,216%,227% ,.74,.33,.11,.05
160033,"Genesis Medical Center -
Davenport","1227 East Rusholme
Street",Davenport,IA,52803,"Genesis Health
System",N,2,225,.27,.15,174% ,$157.82,18,.20,.11,178% ,"$12,598",.47,.27,170% ,180%,174%,176% ,.39,.22,.07,.04
160040,Sartori Memorial Hospital,515 College Street,Cedar Falls,IA,50613,Trinity Health,N,2,16,.03,.01,382% ,$352.50,,,,,,,,,,409% ,,,,,
160045,St. Lukes Methodist Hospital,1026 A Ave Ne,Cedar Rapids,IA,52402,Unitypoint Health,N,5,149,.24,.11,210% ,$186.33,14,.24,.13,177% ,"$12,090",.48,.25,193% ,176%,214%,192% ,.42,.22,.06,.03
160047,Jennie Edmundson Memorial,933 East Pierce Street,Council Bluffs,IA,51503,"Methodist Health
System",N,4,29,.04,.01,297% ,$277.97,,,,,,,,,,326%,,,,,
160057,Great River Medical Center,"1221 South Gear
Avenue",West Burlington,IA,52655,"Great River Health
Systems",N,2,34,.08,.02,360% ,$393.26,,,,,,,,,,436%,,,,,
160058,"University Of Iowa Hosp &
Clinics",200 Hawkins Drive,Iowa City,IA,52242,"University of Iowa
Hospitals and",N,2,657,1.85,.48,381% ,$363.72,62,3.39,1.31,258% ,"$29,691",5.23,1.80,380% ,241%,388%,291% ,4.27,1.55,.97,.25
160064,"Mercy Medical Center - Mason
City",1000 Fourth Street Sw,Mason City,IA,50401,Trinity Health,N,4,197,.61,.23,270% ,$302.80,,,,,,,,,,319%,,,,,
160067,Covenant Medical Center,3421 West Ninth Street,Waterloo,IA,50702,Trinity Health,N,2,14,.06,.01,685% ,$646.84,,,,,,,,,,756%,,,,,
160069,"Mercy Medical Center -
Dubuque",250 Mercy Drive,Dubuque,IA,52001,Trinity Health,N,4,490,2.03,.63,325% ,$288.34,141,2.40,.90,267% ,"$18,477",4.43,1.53,202% ,286%,352%,291% ,3.83,1.23,.61,.30
160079,Mercy Medical Center,701 10th Street Se,Cedar Rapids,IA,52403,Mercy Medical Center,N,5,100,.19,.07,266% ,$256.28,16,.40,.13,324% ,"$21,601",.59,.20,201% ,341% ,283%,303% ,.53,.16,.06,.03
160080,Mercy Medical Center-Clinton,1410 North 4th Street,Clinton,IA,52732,Trinity Health,N,4,100,.39,.10,388% ,$383.86,,,,,,,,,,405%,,,,,
160082,Iowa Methodist Medical Center,1200 Pleasant Street,Des Moines,IA,50309,Unitypoint Health,N,3,141,.38,.16,236% ,$207.84,24,.42,.19,228% ,"$17,500",.80,.35,177% ,243%,242%,232% ,.70,.29,.10,.06
160083,"Mercy Medical Center-Des
Moines",1111 6th Ave,Des Moines,IA,50314,"Catholic Health
Initiatives",N,2,142,.41,.20,208% ,$190.63,30,.56,.27,207% ,"$15,050",.97,.47,175% ,212%,215%,207% ,.84,.40,.13,.07
160101,Broadlawns Medical Center,1801 Hickman Road,Des Moines,IA,50314,"Broadlawns Medical
Center",N,3,17,.02,.01,233% ,$203.83,,,,,,,,,,237%,,,,,
160104,Trinity Bettendorf,4500 Utica Ridge Road,Bettendorf,IA,52722,Unitypoint Health,N,3,86,.11,.05,215% ,$192.41,17,.49,.16,309% ,"$23,237",.59,.21,296% ,309%,204%,286% ,.49,.17,.11,.04
160110,Allen Memorial Hospital,1825 Logan Avenue,Waterloo,IA,50703,Unitypoint Health,N,3,30,.05,.02,218% ,$191.50,,,,,,,,,,236%,,,,,
160117,The Finley Hospital,"350 North Grandview
Avenue",Dubuque,IA,52001,Unitypoint Health,N,3,595,1.98,.68,293% ,$245.18,80,1.04,.40,257% ,"$19,195",3.02,1.08,250% ,266%,300%,280% ,2.43,.85,.58,.23
160124,Lakes Regional Healthcare,2301 Highway 71,Spirit Lake,IA,51360,Avera Health,N,4,20,.02,.01,323% ,$316.07,,,,,,,,,,360%,,,,,
160146,St. Lukes Regl Medical Center,"2720 Stone Park
Boulevard",Sioux City,IA,51104,Unitypoint Health,N,2,29,.06,.03,245% ,$228.05,,,,,,,,,,261%,,,,,
160147,"Grinnell Regional Medical
Center",210 Fourth Avenue,Grinnell,IA,50112,Unitypoint Health,N,4,19,.03,.01,338% ,$292.75,,,,,,,,,,381%,,,,,
160153,"Mercy Medical Center - Sioux
City",801 5th St,Sioux City,IA,51101,Trinity Health,N,1,14,.02,.01,206% ,$195.93,,,,,,,,,,217%,,,,,
161301,"Iowa Specialty Hospital -
Belmond",403 First Street Se,Belmond,IA,50421,"Iowa Specialty
Hospitals",Y,5,11,.01,.01,115% ,$248.76,,,,,,,,,,108%,,,,,
161302,Iowa Specialty Hospital,1316 South Main Street,Clarion,IA,50525,"Iowa Specialty
Hospitals",Y,3,53,.26,.21,128% ,$212.21,,,,,,,,,,124%,,,,,
161305,"Pocahontas Community
Hospital",606 N W 7th Street,Pocahontas,IA,50574,Unitypoint Health,Y,NA,12,.01,.01,139% ,$198.67,,,,,,,,,,132%,,,,,
161306,Jones Regional Medical Ctr,1795 Highway 64 East,Anamosa,IA,52205,Unitypoint Health,Y,4,22,.03,.02,155% ,$256.50,,,,,,,,,,145%,,,,,
161312,Guttenberg Municipal Hospital,200 Main Street,Guttenberg,IA,52052,Trinity Health,Y,NA,16,.07,.04,169% ,$356.92,,,,,,,,,,155%,,,,,
161319,Central Community Hospital,"901 Davidson Street
Nw",Elkader,IA,52043,Trinity Health,Y,NA,15,.03,.02,167% ,$379.79,,,,,,,,,,160%,,,,,
161321,Sanford Hospital Rock Rapids,"801 South Greene
Street",Rock Rapids,IA,51246,Sanford Health,Y,NA,16,.03,.03,95% ,$162.70,,,,,,,,,,88%,,,,,
161329,Jackson County Public Hospital,700 W Grove St,Maquoketa,IA,52060,"Genesis Health
System",Y,NA,12,.01,.01,188% ,$383.51,,,,,,,,,,185%,,,,,
